query_model,db_model,dim_x,dim_y,same_dim,K,seed,sim_mean,method,zscore_applied,alpha,recall_at_1,recall_at_5,recall_at_10,mrr,median_rank
O,B,384,1024,False,200,314,0.6084951758384705,Ridge,,100.0,0.002,0.01,0.02,0.013582525345576673,250
O,B,384,1024,False,200,314,0.6084951758384705,Affine,,100.0,0.002,0.01,0.02,0.013592994429308933,250
O,B,384,1024,False,500,314,0.6489668488502502,RAT,True,,0.002,0.006,0.022,0.012813519338864637,248
O,B,384,1024,False,500,314,0.6489668488502502,Ridge,,100.0,0.002,0.01,0.02,0.013615441249164138,250
O,B,384,1024,False,500,314,0.6489668488502502,Affine,,100.0,0.002,0.01,0.02,0.01359797569278161,250
O,G,384,384,True,10,314,0.5272276401519775,RAT,True,,0.0,0.01,0.02,0.014186306142641218,246
O,G,384,384,True,10,314,0.5272276401519775,Procrustes,,,0.0,0.006,0.022,0.012589683545031661,252
O,G,384,384,True,10,314,0.5272276401519775,Ridge,,0.0001,0.002,0.012,0.02,0.014377529784112632,247
O,G,384,384,True,10,314,0.5272276401519775,Affine,,0.0001,0.002,0.012,0.022,0.014729579608989862,248
O,G,384,384,True,25,314,0.5461910963058472,RAT,True,,0.006,0.01,0.022,0.017248722544584653,238
O,G,384,384,True,25,314,0.5461910963058472,Procrustes,,,0.006,0.022,0.038,0.020296141809755298,250
O,G,384,384,True,25,314,0.5461910963058472,Ridge,,1.0,0.004,0.008,0.022,0.014880174452742357,255
O,G,384,384,True,25,314,0.5461910963058472,Affine,,1.0,0.004,0.008,0.022,0.014859671185541927,256
O,G,384,384,True,50,314,0.557464599609375,RAT,True,,0.004,0.024,0.036,0.019341947459816006,236
O,G,384,384,True,50,314,0.557464599609375,Procrustes,,,0.002,0.018,0.032,0.017451829408343226,238
O,G,384,384,True,50,314,0.557464599609375,Ridge,,0.0001,0.004,0.012,0.024,0.01622732946932669,244
O,G,384,384,True,50,314,0.557464599609375,Affine,,0.0001,0.004,0.012,0.024,0.016020153218693357,242
O,G,384,384,True,100,314,0.5810325741767883,RAT,True,,0.006,0.012,0.024,0.017827298173924474,230
O,G,384,384,True,100,314,0.5810325741767883,Procrustes,,,0.002,0.01,0.012,0.013229514156142177,251
O,G,384,384,True,100,314,0.5810325741767883,Ridge,,0.0001,0.004,0.01,0.022,0.015492409868242081,242
O,G,384,384,True,100,314,0.5810325741767883,Affine,,0.0001,0.004,0.01,0.024,0.015186808539217896,240
O,G,384,384,True,200,314,0.6084951758384705,RAT,True,,0.006,0.014,0.026,0.01762748287374511,239
O,G,384,384,True,200,314,0.6084951758384705,Procrustes,,,0.002,0.014,0.03,0.015494896844847252,251
O,G,384,384,True,200,314,0.6084951758384705,Ridge,,0.0001,0.002,0.006,0.018,0.012985766755240019,245
O,G,384,384,True,200,314,0.6084951758384705,Affine,,0.0001,0.002,0.006,0.014,0.012866777301079458,245
O,G,384,384,True,500,314,0.6489668488502502,RAT,True,,0.002,0.008,0.02,0.013040602169895088,250
O,G,384,384,True,500,314,0.6489668488502502,Procrustes,,,0.002,0.008,0.024,0.013554377971183446,258
O,G,384,384,True,500,314,0.6489668488502502,Ridge,,0.0001,0.004,0.008,0.014,0.014542917346053669,238
O,G,384,384,True,500,314,0.6489668488502502,Affine,,0.0001,0.004,0.008,0.018,0.01478161818788097,236
O,J,384,768,False,10,314,0.5272276401519775,RAT,True,,0.01,0.012,0.02,0.01924204874678466,247
O,J,384,768,False,10,314,0.5272276401519775,Ridge,,1.0,0.002,0.008,0.02,0.013233904128277935,246
O,J,384,768,False,10,314,0.5272276401519775,Affine,,1.0,0.002,0.006,0.02,0.013173107624444666,247
O,J,384,768,False,25,314,0.5461910963058472,RAT,True,,0.002,0.016,0.028,0.015526860990651493,244
O,J,384,768,False,25,314,0.5461910963058472,Ridge,,1.0,0.002,0.008,0.026,0.014642871123631261,243
O,J,384,768,False,25,314,0.5461910963058472,Affine,,0.0001,0.002,0.014,0.032,0.017070493810183506,239
O,J,384,768,False,50,314,0.557464599609375,RAT,True,,0.002,0.016,0.032,0.015091075366757608,252
O,J,384,768,False,50,314,0.557464599609375,Ridge,,0.0001,0.004,0.012,0.016,0.016332662086965485,240
O,J,384,768,False,50,314,0.557464599609375,Affine,,0.0001,0.004,0.012,0.02,0.016418591994157416,236
O,J,384,768,False,100,314,0.5810325741767883,RAT,True,,0.004,0.008,0.02,0.014754429128784828,233
O,J,384,768,False,100,314,0.5810325741767883,Ridge,,0.01,0.006,0.016,0.022,0.016962929733317346,227
O,J,384,768,False,100,314,0.5810325741767883,Affine,,0.0001,0.004,0.014,0.022,0.015649602494272857,226
O,J,384,768,False,200,314,0.6084951758384705,RAT,True,,0.0,0.01,0.022,0.013287688302106243,248
O,J,384,768,False,200,314,0.6084951758384705,Ridge,,0.0001,0.004,0.018,0.024,0.017049864639824473,236
O,J,384,768,False,200,314,0.6084951758384705,Affine,,0.0001,0.004,0.018,0.028,0.017056677953010472,234
O,J,384,768,False,500,314,0.6489668488502502,RAT,True,,0.0,0.01,0.012,0.011293223134909599,249
O,J,384,768,False,500,314,0.6489668488502502,Ridge,,0.01,0.004,0.006,0.012,0.014184103669054673,241
O,J,384,768,False,500,314,0.6489668488502502,Affine,,0.01,0.004,0.006,0.012,0.013877362047599756,245
O,N,384,768,False,10,314,0.5272276401519775,RAT,True,,0.036,0.126,0.214,0.0946040947407557,52
O,N,384,768,False,10,314,0.5272276401519775,Ridge,,0.0001,0.026,0.052,0.078,0.05053380056298268,137
O,N,384,768,False,10,314,0.5272276401519775,Affine,,0.0001,0.026,0.054,0.08,0.050825930079472496,136
O,N,384,768,False,25,314,0.5461910963058472,RAT,True,,0.168,0.382,0.484,0.2762896859334616,11
O,N,384,768,False,25,314,0.5461910963058472,Ridge,,0.0001,0.066,0.14,0.228,0.11746150776745663,48
O,N,384,768,False,25,314,0.5461910963058472,Affine,,0.0001,0.068,0.152,0.24,0.1252776705802225,47
O,N,384,768,False,50,314,0.557464599609375,RAT,True,,0.294,0.61,0.71,0.44096093970468564,3
O,N,384,768,False,50,314,0.557464599609375,Ridge,,0.0001,0.176,0.378,0.484,0.27633296728284346,12
O,N,384,768,False,50,314,0.557464599609375,Affine,,0.0001,0.198,0.384,0.496,0.30015082578277485,11
O,N,384,768,False,100,314,0.5810325741767883,RAT,True,,0.452,0.768,0.862,0.5957312659126366,2
O,N,384,768,False,100,314,0.5810325741767883,Ridge,,0.0001,0.446,0.698,0.804,0.5624843430672631,2
O,N,384,768,False,100,314,0.5810325741767883,Affine,,0.0001,0.472,0.716,0.818,0.5836678352162421,2
O,N,384,768,False,200,314,0.6084951758384705,RAT,True,,0.598,0.79,0.874,0.6912214275684596,1
O,N,384,768,False,200,314,0.6084951758384705,Ridge,,0.01,0.718,0.892,0.926,0.7976028332838078,1
O,N,384,768,False,200,314,0.6084951758384705,Affine,,0.01,0.716,0.89,0.918,0.7955430624198285,1
O,N,384,768,False,500,314,0.6489668488502502,RAT,True,,0.672,0.836,0.898,0.7513384675333612,1
O,N,384,768,False,500,314,0.6489668488502502,Ridge,,0.01,0.912,0.972,0.988,0.9409171679197995,1
O,N,384,768,False,500,314,0.6489668488502502,Affine,,0.01,0.912,0.974,0.988,0.9416456061911945,1
O,P,384,384,True,10,314,0.5272276401519775,RAT,True,,0.052,0.144,0.212,0.10917307926008453,55
O,P,384,384,True,10,314,0.5272276401519775,Procrustes,,,0.01,0.032,0.062,0.03271281751904712,148
O,P,384,384,True,10,314,0.5272276401519775,Ridge,,0.0001,0.008,0.042,0.066,0.033587724840456246,138
O,P,384,384,True,10,314,0.5272276401519775,Affine,,0.0001,0.01,0.044,0.066,0.03528607023354993,139
O,P,384,384,True,25,314,0.5461910963058472,RAT,True,,0.228,0.484,0.602,0.35131644029705544,6
O,P,384,384,True,25,314,0.5461910963058472,Procrustes,,,0.028,0.112,0.164,0.07690586695960208,64
O,P,384,384,True,25,314,0.5461910963058472,Ridge,,0.0001,0.032,0.09,0.168,0.07868637302200011,58
O,P,384,384,True,25,314,0.5461910963058472,Affine,,0.0001,0.042,0.106,0.172,0.08817968823392212,53
O,P,384,384,True,50,314,0.557464599609375,RAT,True,,0.534,0.77,0.882,0.6411579935576681,1
O,P,384,384,True,50,314,0.557464599609375,Procrustes,,,0.104,0.254,0.354,0.18938603408578217,25
O,P,384,384,True,50,314,0.557464599609375,Ridge,,0.0001,0.108,0.274,0.404,0.20306284153872048,16
O,P,384,384,True,50,314,0.557464599609375,Affine,,0.0001,0.134,0.312,0.436,0.2307808525978653,14
O,P,384,384,True,100,314,0.5810325741767883,RAT,True,,0.652,0.894,0.946,0.7613094098350395,1
O,P,384,384,True,100,314,0.5810325741767883,Procrustes,,,0.296,0.512,0.628,0.40492059513416667,5
O,P,384,384,True,100,314,0.5810325741767883,Ridge,,0.0001,0.368,0.586,0.692,0.4758281506109196,3
O,P,384,384,True,100,314,0.5810325741767883,Affine,,0.0001,0.406,0.622,0.71,0.5067289323680606,3
O,P,384,384,True,200,314,0.6084951758384705,RAT,True,,0.816,0.958,0.98,0.8778453197945844,1
O,P,384,384,True,200,314,0.6084951758384705,Procrustes,,,0.588,0.828,0.896,0.6961906415968482,1
O,P,384,384,True,200,314,0.6084951758384705,Ridge,,0.01,0.634,0.85,0.906,0.7249607971060386,1
O,P,384,384,True,200,314,0.6084951758384705,Affine,,0.01,0.632,0.846,0.902,0.7242199344046455,1
O,P,384,384,True,500,314,0.6489668488502502,RAT,True,,0.908,0.984,0.988,0.944347450588627,1
O,P,384,384,True,500,314,0.6489668488502502,Procrustes,,,0.916,0.986,0.992,0.947428311394488,1
O,P,384,384,True,500,314,0.6489668488502502,Ridge,,0.01,0.91,0.986,1.0,0.9420222222222221,1
O,P,384,384,True,500,314,0.6489668488502502,Affine,,0.01,0.912,0.986,1.0,0.9439555555555555,1
O,Q,384,1024,False,10,314,0.5272276401519775,RAT,True,,0.02,0.048,0.092,0.04889928035977126,122
O,Q,384,1024,False,10,314,0.5272276401519775,Ridge,,0.0001,0.018,0.044,0.066,0.04151163644014609,164
O,Q,384,1024,False,10,314,0.5272276401519775,Affine,,0.0001,0.02,0.046,0.064,0.042040115402719236,163
O,Q,384,1024,False,25,314,0.5461910963058472,RAT,True,,0.116,0.264,0.382,0.2013830646479377,20
O,Q,384,1024,False,25,314,0.5461910963058472,Ridge,,0.0001,0.048,0.13,0.2,0.09828039578023455,78
O,Q,384,1024,False,25,314,0.5461910963058472,Affine,,0.0001,0.052,0.138,0.208,0.10443869417000363,75
O,Q,384,1024,False,50,314,0.557464599609375,RAT,True,,0.284,0.536,0.664,0.40730040549671753,4
O,Q,384,1024,False,50,314,0.557464599609375,Ridge,,0.0001,0.146,0.322,0.412,0.2392620247542344,16
O,Q,384,1024,False,50,314,0.557464599609375,Affine,,0.0001,0.148,0.338,0.428,0.24710456962198005,14
O,Q,384,1024,False,100,314,0.5810325741767883,RAT,True,,0.386,0.64,0.76,0.5087815109470972,3
O,Q,384,1024,False,100,314,0.5810325741767883,Ridge,,0.0001,0.41,0.64,0.718,0.5156538462575336,2
O,Q,384,1024,False,100,314,0.5810325741767883,Affine,,0.0001,0.428,0.658,0.734,0.5334047191146344,2
O,Q,384,1024,False,200,314,0.6084951758384705,RAT,True,,0.464,0.668,0.75,0.5618498842941088,2
O,Q,384,1024,False,200,314,0.6084951758384705,Ridge,,0.01,0.642,0.838,0.896,0.7298277724858858,1
O,Q,384,1024,False,200,314,0.6084951758384705,Affine,,0.01,0.646,0.838,0.894,0.7314583165657152,1
O,Q,384,1024,False,500,314,0.6489668488502502,RAT,True,,0.508,0.68,0.786,0.5975132411167345,1
O,Q,384,1024,False,500,314,0.6489668488502502,Ridge,,0.01,0.876,0.97,0.988,0.9150177921506636,1
O,Q,384,1024,False,500,314,0.6489668488502502,Affine,,0.01,0.868,0.972,0.986,0.910580278117347,1
P,A,384,384,True,10,314,0.4913848340511322,RAT,True,,0.0,0.01,0.02,0.011665093980448127,245
P,A,384,384,True,10,314,0.4913848340511322,Procrustes,,,0.004,0.012,0.022,0.015416514839350142,255
P,A,384,384,True,10,314,0.4913848340511322,Ridge,,1.0,0.002,0.01,0.022,0.013959294770660742,251
P,A,384,384,True,10,314,0.4913848340511322,Affine,,1.0,0.002,0.01,0.024,0.013988588046529853,248
P,A,384,384,True,25,314,0.5095226764678955,RAT,True,,0.0,0.012,0.022,0.012031814428138403,238
P,A,384,384,True,25,314,0.5095226764678955,Procrustes,,,0.002,0.014,0.028,0.015873100931129636,254
P,A,384,384,True,25,314,0.5095226764678955,Ridge,,0.0001,0.006,0.008,0.016,0.016520421996426435,245
P,A,384,384,True,25,314,0.5095226764678955,Affine,,1.0,0.006,0.018,0.024,0.019705370590207133,263
P,A,384,384,True,50,314,0.5264239311218262,RAT,True,,0.002,0.006,0.014,0.012395405733355336,247
P,A,384,384,True,50,314,0.5264239311218262,Procrustes,,,0.002,0.006,0.016,0.013191963339243298,254
P,A,384,384,True,50,314,0.5264239311218262,Ridge,,100.0,0.002,0.008,0.02,0.013649778564547781,251
P,A,384,384,True,50,314,0.5264239311218262,Affine,,100.0,0.002,0.01,0.02,0.013585952440882884,251
P,A,384,384,True,100,314,0.5515339374542236,RAT,True,,0.0,0.006,0.014,0.009852243965731458,258
P,A,384,384,True,100,314,0.5515339374542236,Procrustes,,,0.004,0.01,0.016,0.015147655368818567,259
P,A,384,384,True,100,314,0.5515339374542236,Ridge,,1.0,0.006,0.01,0.014,0.01626604688684135,259
P,A,384,384,True,100,314,0.5515339374542236,Affine,,1.0,0.006,0.01,0.014,0.015721446964662288,256
P,A,384,384,True,200,314,0.5761603713035583,RAT,True,,0.004,0.018,0.024,0.01631324570253121,251
P,A,384,384,True,200,314,0.5761603713035583,Procrustes,,,0.008,0.014,0.022,0.018867559604404876,261
P,A,384,384,True,200,314,0.5761603713035583,Ridge,,1.0,0.006,0.014,0.034,0.018555284151272028,259
P,A,384,384,True,200,314,0.5761603713035583,Affine,,1.0,0.006,0.014,0.032,0.0182926031752038,259
P,A,384,384,True,500,314,0.6170846223831177,RAT,True,,0.0,0.008,0.02,0.012435371744439845,263
P,A,384,384,True,500,314,0.6170846223831177,Procrustes,,,0.004,0.016,0.024,0.01680667703599132,260
P,A,384,384,True,500,314,0.6170846223831177,Ridge,,0.01,0.004,0.01,0.016,0.014609558384369333,254
P,A,384,384,True,500,314,0.6170846223831177,Affine,,0.01,0.004,0.01,0.016,0.014703136892087245,250
P,B,384,1024,False,10,314,0.4913848340511322,RAT,True,,0.002,0.012,0.028,0.014905387504079996,241
P,B,384,1024,False,10,314,0.4913848340511322,Ridge,,0.0001,0.004,0.008,0.016,0.01466041756473747,250
P,B,384,1024,False,10,314,0.4913848340511322,Affine,,0.0001,0.004,0.01,0.018,0.014579044965905624,252
P,B,384,1024,False,25,314,0.5095226764678955,RAT,True,,0.004,0.018,0.026,0.016852223921538075,255
P,B,384,1024,False,25,314,0.5095226764678955,Ridge,,1.0,0.002,0.01,0.02,0.013811093696400366,251
P,B,384,1024,False,25,314,0.5095226764678955,Affine,,1.0,0.004,0.01,0.02,0.014828368981160423,251
P,B,384,1024,False,50,314,0.5264239311218262,RAT,True,,0.0,0.006,0.018,0.011150935884857717,241
P,B,384,1024,False,50,314,0.5264239311218262,Ridge,,1.0,0.004,0.01,0.014,0.014402934426672707,249
P,B,384,1024,False,50,314,0.5264239311218262,Affine,,1.0,0.004,0.01,0.014,0.01445573701894446,251
P,B,384,1024,False,100,314,0.5515339374542236,RAT,True,,0.0,0.006,0.014,0.009734033866252826,261
P,B,384,1024,False,100,314,0.5515339374542236,Ridge,,1.0,0.002,0.008,0.022,0.013065487828300826,252
P,B,384,1024,False,100,314,0.5515339374542236,Affine,,0.0001,0.002,0.008,0.018,0.013496286892677964,253
P,B,384,1024,False,200,314,0.5761603713035583,RAT,True,,0.002,0.01,0.012,0.012728981916139656,265
P,B,384,1024,False,200,314,0.5761603713035583,Ridge,,0.0001,0.006,0.014,0.022,0.016481120138642936,262
P,B,384,1024,False,200,314,0.5761603713035583,Affine,,0.0001,0.004,0.014,0.026,0.015142410281153531,265
P,B,384,1024,False,500,314,0.6170846223831177,RAT,True,,0.002,0.012,0.018,0.013212674225604489,262
P,B,384,1024,False,500,314,0.6170846223831177,Ridge,,0.0001,0.002,0.016,0.018,0.01386761866731154,247
P,B,384,1024,False,500,314,0.6170846223831177,Affine,,0.0001,0.002,0.014,0.018,0.013682596696900069,247
P,G,384,384,True,10,314,0.4913848340511322,RAT,True,,0.002,0.01,0.02,0.014333890602004446,235
P,G,384,384,True,10,314,0.4913848340511322,Procrustes,,,0.004,0.008,0.028,0.014589514032715694,244
P,G,384,384,True,10,314,0.4913848340511322,Ridge,,0.0001,0.002,0.008,0.02,0.013751558772699724,249
P,G,384,384,True,10,314,0.4913848340511322,Affine,,0.0001,0.002,0.008,0.02,0.013804968193997241,246
P,G,384,384,True,25,314,0.5095226764678955,RAT,True,,0.006,0.02,0.024,0.01760805546805942,239
P,G,384,384,True,25,314,0.5095226764678955,Procrustes,,,0.0,0.01,0.026,0.0131820417110269,257
P,G,384,384,True,25,314,0.5095226764678955,Ridge,,1.0,0.002,0.008,0.02,0.013021477384516256,249
P,G,384,384,True,25,314,0.5095226764678955,Affine,,1.0,0.002,0.008,0.02,0.013019836265153212,250
P,G,384,384,True,50,314,0.5264239311218262,RAT,True,,0.0,0.006,0.02,0.011023495364457417,238
P,G,384,384,True,50,314,0.5264239311218262,Procrustes,,,0.0,0.012,0.018,0.01100659728299969,251
P,G,384,384,True,50,314,0.5264239311218262,Ridge,,0.0001,0.002,0.008,0.018,0.011917867265291282,253
P,G,384,384,True,50,314,0.5264239311218262,Affine,,0.0001,0.002,0.004,0.02,0.011856485166004883,252
P,G,384,384,True,100,314,0.5515339374542236,RAT,True,,0.004,0.008,0.014,0.013845791675791605,267
P,G,384,384,True,100,314,0.5515339374542236,Procrustes,,,0.004,0.008,0.016,0.013352520864196495,247
P,G,384,384,True,100,314,0.5515339374542236,Ridge,,0.0001,0.002,0.008,0.01,0.012371967157764672,256
P,G,384,384,True,100,314,0.5515339374542236,Affine,,0.0001,0.004,0.008,0.01,0.01342841160568599,255
P,G,384,384,True,200,314,0.5761603713035583,RAT,True,,0.0,0.01,0.018,0.01230661929387442,252
P,G,384,384,True,200,314,0.5761603713035583,Procrustes,,,0.004,0.012,0.022,0.015602110718592457,252
P,G,384,384,True,200,314,0.5761603713035583,Ridge,,0.01,0.004,0.01,0.02,0.015023556467706194,269
P,G,384,384,True,200,314,0.5761603713035583,Affine,,0.01,0.004,0.014,0.02,0.014939493425963388,271
P,G,384,384,True,500,314,0.6170846223831177,RAT,True,,0.004,0.014,0.02,0.015508727803642855,244
P,G,384,384,True,500,314,0.6170846223831177,Procrustes,,,0.002,0.002,0.018,0.01169079988523585,238
P,G,384,384,True,500,314,0.6170846223831177,Ridge,,1.0,0.004,0.012,0.018,0.01573971209419369,259
P,G,384,384,True,500,314,0.6170846223831177,Affine,,1.0,0.004,0.012,0.018,0.015657124694050655,258
P,J,384,768,False,10,314,0.4913848340511322,RAT,True,,0.002,0.008,0.016,0.013031795448296109,250
P,J,384,768,False,10,314,0.4913848340511322,Ridge,,0.0001,0.002,0.006,0.014,0.012449283707678525,251
P,J,384,768,False,10,314,0.4913848340511322,Affine,,0.0001,0.002,0.006,0.014,0.012352461073925066,250
P,J,384,768,False,25,314,0.5095226764678955,RAT,True,,0.004,0.012,0.026,0.01608769305959835,239
P,J,384,768,False,25,314,0.5095226764678955,Ridge,,0.0001,0.002,0.008,0.022,0.01429985735834194,243
P,J,384,768,False,25,314,0.5095226764678955,Affine,,0.0001,0.002,0.006,0.02,0.014153002975258061,241
P,J,384,768,False,50,314,0.5264239311218262,RAT,True,,0.002,0.008,0.024,0.013799040080645916,234
P,J,384,768,False,50,314,0.5264239311218262,Ridge,,0.0001,0.002,0.012,0.022,0.014792448350678842,237
P,J,384,768,False,50,314,0.5264239311218262,Affine,,0.0001,0.002,0.012,0.02,0.015695062485027184,237
P,J,384,768,False,100,314,0.5515339374542236,RAT,True,,0.004,0.01,0.012,0.013932546375819005,255
P,J,384,768,False,100,314,0.5515339374542236,Ridge,,0.0001,0.006,0.02,0.024,0.019609843630213005,246
P,J,384,768,False,100,314,0.5515339374542236,Affine,,0.0001,0.008,0.02,0.022,0.020034455951995944,250
P,J,384,768,False,200,314,0.5761603713035583,RAT,True,,0.004,0.014,0.02,0.01596741956768826,265
P,J,384,768,False,200,314,0.5761603713035583,Ridge,,0.0001,0.01,0.012,0.018,0.019179780720753114,256
P,J,384,768,False,200,314,0.5761603713035583,Affine,,0.0001,0.01,0.012,0.02,0.01957682047544055,256
P,J,384,768,False,500,314,0.6170846223831177,RAT,True,,0.0,0.006,0.018,0.010582390732739326,259
P,J,384,768,False,500,314,0.6170846223831177,Ridge,,0.01,0.004,0.006,0.018,0.014185142225103468,237
P,J,384,768,False,500,314,0.6170846223831177,Affine,,0.01,0.004,0.008,0.02,0.01411880523334214,236
P,N,384,768,False,10,314,0.4913848340511322,RAT,True,,0.052,0.154,0.262,0.11705741283061999,32
P,N,384,768,False,10,314,0.4913848340511322,Ridge,,0.0001,0.008,0.05,0.088,0.03828753598728203,132
P,N,384,768,False,10,314,0.4913848340511322,Affine,,0.0001,0.008,0.048,0.086,0.03928602500481311,129
P,N,384,768,False,25,314,0.5095226764678955,RAT,True,,0.184,0.422,0.522,0.2917382691251209,10
P,N,384,768,False,25,314,0.5095226764678955,Ridge,,0.0001,0.028,0.13,0.22,0.09450754691412978,48
P,N,384,768,False,25,314,0.5095226764678955,Affine,,0.0001,0.036,0.148,0.226,0.10277838177295863,42
P,N,384,768,False,50,314,0.5264239311218262,RAT,True,,0.246,0.534,0.66,0.3852849215584358,5
P,N,384,768,False,50,314,0.5264239311218262,Ridge,,0.0001,0.134,0.36,0.466,0.24234665893131244,13
P,N,384,768,False,50,314,0.5264239311218262,Affine,,0.0001,0.16,0.39,0.484,0.27060870503175016,11
P,N,384,768,False,100,314,0.5515339374542236,RAT,True,,0.598,0.848,0.896,0.7059695508483868,1
P,N,384,768,False,100,314,0.5515339374542236,Ridge,,0.0001,0.42,0.654,0.744,0.5286756134270482,2
P,N,384,768,False,100,314,0.5515339374542236,Affine,,0.0001,0.442,0.676,0.774,0.5539523425319608,2
P,N,384,768,False,200,314,0.5761603713035583,RAT,True,,0.692,0.846,0.884,0.766409220050615,1
P,N,384,768,False,200,314,0.5761603713035583,Ridge,,0.01,0.664,0.862,0.924,0.7534307629135094,1
P,N,384,768,False,200,314,0.5761603713035583,Affine,,0.01,0.678,0.862,0.926,0.7630522541941617,1
P,N,384,768,False,500,314,0.6170846223831177,RAT,True,,0.652,0.822,0.874,0.7337461018689105,1
P,N,384,768,False,500,314,0.6170846223831177,Ridge,,0.01,0.86,0.956,0.984,0.903530491161982,1
P,N,384,768,False,500,314,0.6170846223831177,Affine,,0.01,0.86,0.954,0.984,0.9026945981267023,1
P,O,384,384,True,10,314,0.4913848340511322,RAT,True,,0.05,0.17,0.264,0.1217764148062783,36
P,O,384,384,True,10,314,0.4913848340511322,Procrustes,,,0.016,0.042,0.064,0.037296231968844594,164
P,O,384,384,True,10,314,0.4913848340511322,Ridge,,0.0001,0.014,0.046,0.072,0.03744277576902067,173
P,O,384,384,True,10,314,0.4913848340511322,Affine,,0.0001,0.016,0.046,0.072,0.039636999206605114,171
P,O,384,384,True,25,314,0.5095226764678955,RAT,True,,0.302,0.54,0.636,0.41582409831601486,4
P,O,384,384,True,25,314,0.5095226764678955,Procrustes,,,0.054,0.15,0.198,0.10615041155459917,63
P,O,384,384,True,25,314,0.5095226764678955,Ridge,,0.0001,0.06,0.15,0.218,0.11259538006067946,68
P,O,384,384,True,25,314,0.5095226764678955,Affine,,0.0001,0.078,0.17,0.224,0.1292458186809974,63
P,O,384,384,True,50,314,0.5264239311218262,RAT,True,,0.49,0.724,0.826,0.6004634367409435,2
P,O,384,384,True,50,314,0.5264239311218262,Procrustes,,,0.168,0.392,0.502,0.2763651947458264,10
P,O,384,384,True,50,314,0.5264239311218262,Ridge,,0.0001,0.2,0.392,0.508,0.29704407085602147,10
P,O,384,384,True,50,314,0.5264239311218262,Affine,,0.0001,0.218,0.424,0.546,0.32209114701908487,8
P,O,384,384,True,100,314,0.5515339374542236,RAT,True,,0.758,0.92,0.96,0.8327646923986773,1
P,O,384,384,True,100,314,0.5515339374542236,Procrustes,,,0.472,0.712,0.798,0.5836856282049991,2
P,O,384,384,True,100,314,0.5515339374542236,Ridge,,0.0001,0.47,0.69,0.776,0.5739139561232448,2
P,O,384,384,True,100,314,0.5515339374542236,Affine,,0.0001,0.488,0.7,0.79,0.5900304459647907,2
P,O,384,384,True,200,314,0.5761603713035583,RAT,True,,0.884,0.98,0.996,0.9275357142857142,1
P,O,384,384,True,200,314,0.5761603713035583,Procrustes,,,0.752,0.908,0.95,0.822982116602246,1
P,O,384,384,True,200,314,0.5761603713035583,Ridge,,0.01,0.7,0.886,0.926,0.7826102220114376,1
P,O,384,384,True,200,314,0.5761603713035583,Affine,,0.01,0.716,0.884,0.926,0.7915022713200255,1
P,O,384,384,True,500,314,0.6170846223831177,RAT,True,,0.934,0.994,0.996,0.9624909560723514,1
P,O,384,384,True,500,314,0.6170846223831177,Procrustes,,,0.94,0.988,0.994,0.963017378215654,1
P,O,384,384,True,500,314,0.6170846223831177,Ridge,,0.01,0.886,0.964,0.978,0.9229159688549933,1
P,O,384,384,True,500,314,0.6170846223831177,Affine,,0.01,0.886,0.964,0.978,0.9226216032589035,1
P,Q,384,1024,False,10,314,0.4913848340511322,RAT,True,,0.028,0.122,0.184,0.08174713432794868,68
P,Q,384,1024,False,10,314,0.4913848340511322,Ridge,,0.0001,0.008,0.056,0.08,0.036997479439700616,161
P,Q,384,1024,False,10,314,0.4913848340511322,Affine,,0.0001,0.008,0.054,0.08,0.037636668439918426,158
P,Q,384,1024,False,25,314,0.5095226764678955,RAT,True,,0.146,0.338,0.442,0.2453660053953178,15
P,Q,384,1024,False,25,314,0.5095226764678955,Ridge,,0.0001,0.038,0.134,0.202,0.09335451789354059,71
P,Q,384,1024,False,25,314,0.5095226764678955,Affine,,0.0001,0.052,0.15,0.214,0.10902506837903059,67
P,Q,384,1024,False,50,314,0.5264239311218262,RAT,True,,0.318,0.596,0.712,0.44536100537762185,3
P,Q,384,1024,False,50,314,0.5264239311218262,Ridge,,0.0001,0.144,0.316,0.414,0.2357088698056229,19
P,Q,384,1024,False,50,314,0.5264239311218262,Affine,,0.0001,0.17,0.346,0.442,0.2599690813061374,16
P,Q,384,1024,False,100,314,0.5515339374542236,RAT,True,,0.604,0.83,0.898,0.7032302328174743,1
P,Q,384,1024,False,100,314,0.5515339374542236,Ridge,,0.0001,0.358,0.614,0.7,0.4775373616944188,3
P,Q,384,1024,False,100,314,0.5515339374542236,Affine,,0.0001,0.378,0.624,0.716,0.496267951144909,3
P,Q,384,1024,False,200,314,0.5761603713035583,RAT,True,,0.574,0.754,0.812,0.6569596639912606,1
P,Q,384,1024,False,200,314,0.5761603713035583,Ridge,,0.01,0.656,0.84,0.898,0.7397993341943268,1
P,Q,384,1024,False,200,314,0.5761603713035583,Affine,,0.01,0.668,0.856,0.908,0.7534410610272338,1
P,Q,384,1024,False,500,314,0.6170846223831177,RAT,True,,0.544,0.71,0.806,0.6281099174088265,1
P,Q,384,1024,False,500,314,0.6170846223831177,Ridge,,0.01,0.86,0.96,0.986,0.9045894363694776,1
P,Q,384,1024,False,500,314,0.6170846223831177,Affine,,0.01,0.848,0.966,0.986,0.8983307289428045,1
Q,A,1024,384,False,10,314,0.4664407968521118,RAT,True,,0.002,0.012,0.018,0.013343194012707308,245
